"ORDERID","USERID","SALESREPPERSONID","CONTACTPERSONID","ORDERDATE","EXPECTEDDELIVERYDATE","CUSTOMERPURCHASEORDERNUMBER","ISUNDERSUPPLYBACKORDERED","PICKINGCOMPLETEDWHEN","LASTEDITEDBY","LASTEDITEDWHEN"
1631,555,14,2309,23-08-04,23-08-13,"13412",1,23-08-07,2,23-08-06
1632,913,20,3113,23-11-10,23-11-15,"16376",1,23-11-14,2,23-11-11
1633,807,16,3007,24-12-06,24-12-09,"17821",1,24-12-11,2,24-12-09
1634,995,20,3195,23-05-04,23-05-06,"10084",1,23-05-06,2,23-05-05
1635,968,13,3168,24-10-20,24-10-24,"11510",1,24-10-21,2,24-10-23
1636,874,13,3074,24-07-10,24-07-11,"18488",1,24-07-14,2,24-07-13
1637,948,3,3148,24-02-17,24-02-23,"18710",1,24-02-20,2,24-02-21
1638,821,16,3021,24-05-17,24-05-21,"12315",1,24-05-21,2,24-05-20
1639,573,16,2345,24-02-28,24-03-09,"15876",1,24-03-01,2,24-03-01
1640,974,20,3174,24-05-19,24-05-29,"19891",1,24-05-23,2,24-05-21
1641,450,16,2099,24-06-05,24-06-06,"11017",1,24-06-07,9,24-06-08
1642,110,20,1219,23-08-09,23-08-12,"15833",1,23-08-14,2,23-08-12
1643,498,2,2195,24-02-08,24-02-13,"12786",1,24-02-09,2,24-02-12
1644,419,3,2037,23-01-22,23-01-31,"17888",1,23-01-26,2,23-01-26
1645,431,13,2061,23-12-31,24-01-02,"18692",1,24-01-02,2,24-01-02
1646,414,6,2027,24-09-06,24-09-11,"14726",1,24-09-09,2,24-09-09
1647,906,7,3106,23-05-26,23-06-04,"12307",1,23-05-30,2,23-05-30
1648,948,2,3148,23-02-16,23-02-25,"12267",1,23-02-17,2,23-02-19
1649,154,14,1307,23-10-13,23-10-16,"17403",1,23-10-15,2,23-10-15
1650,41,14,1081,23-06-18,23-06-26,"13725",1,23-06-19,2,23-06-19
1651,20,3,1039,24-12-21,24-12-27,"19083",1,24-12-24,2,24-12-24
1652,124,20,1247,23-08-03,23-08-09,"13859",1,23-08-05,2,23-08-04
1653,591,6,2381,23-03-15,23-03-20,"13791",1,23-03-18,2,23-03-18
1654,935,16,3135,23-11-16,23-11-20,"15366",1,23-11-20,2,23-11-20
1655,413,6,2025,23-01-01,23-01-10,"11353",1,23-01-03,2,23-01-03
1656,26,8,1051,23-05-22,23-05-24,"18708",1,23-05-23,2,23-05-27
1657,142,6,1283,24-03-17,24-03-19,"17971",1,24-03-21,2,24-03-19
1658,839,6,3039,24-06-21,24-06-30,"16335",1,24-06-26,2,24-06-24
1659,843,20,3043,24-06-07,24-06-15,"18450",1,24-06-11,2,24-06-08
1660,99,13,1197,24-12-25,24-12-26,"18333",1,24-12-28,2,24-12-27
1661,88,2,1175,23-09-15,23-09-17,"12712",1,23-09-17,2,23-09-18
1662,906,8,3106,23-09-16,23-09-17,"16940",1,23-09-19,9,23-09-18
1663,33,16,1065,23-04-11,23-04-17,"14893",1,23-04-14,2,23-04-14
1664,990,20,3190,24-12-17,24-12-20,"19501",1,24-12-18,2,24-12-20
1665,166,7,1331,24-06-20,24-06-24,"13616",1,24-06-25,2,24-06-21
1666,542,13,2283,23-10-13,23-10-18,"15323",1,23-10-17,2,23-10-18
1667,469,2,2137,23-06-06,23-06-09,"13523",1,23-06-10,2,23-06-09
1668,966,7,3166,23-11-05,23-11-10,"10331",1,23-11-07,2,23-11-07
1669,41,8,1081,23-02-27,23-03-07,"12161",1,23-03-03,2,23-03-02
1670,898,15,3098,23-05-27,23-06-03,"11684",1,23-05-29,2,23-05-30
1671,412,20,2023,24-03-26,24-03-29,"11273",1,24-03-29,12,24-03-30
1672,962,2,3162,23-03-26,23-03-27,"13156",1,,9,23-03-27
1673,450,16,2099,23-11-26,23-11-29,"11017",1,23-12-01,19,23-11-28
1674,906,8,3106,23-10-08,23-10-12,"16940",1,23-10-09,7,23-10-09
1675,496,7,2191,24-02-19,24-02-23,"19814",1,24-02-20,7,24-02-23
1676,463,13,2125,24-07-20,24-07-25,"15597",1,24-07-24,7,24-07-24
1677,867,7,3067,23-06-08,23-06-11,"16928",1,23-06-10,7,23-06-13
1678,422,20,2043,23-05-13,23-05-22,"10175",1,23-05-15,7,23-05-15
1679,469,16,2137,23-09-14,23-09-21,"14084",1,23-09-18,7,23-09-18
1680,432,16,2063,24-01-06,24-01-11,"17781",1,24-01-10,7,24-01-08
1681,48,3,1095,23-11-08,23-11-09,"11278",1,23-11-12,7,23-11-12
1682,997,6,3197,24-08-29,24-09-04,"11571",1,24-08-31,7,24-09-02
1683,924,20,3124,23-11-15,23-11-23,"18280",1,23-11-19,7,23-11-17
1684,821,7,3021,24-04-03,24-04-08,"10025",1,24-04-04,8,24-04-08
1685,876,3,3076,24-09-19,24-09-24,"14809",1,24-09-22,7,24-09-23
1686,810,15,3010,23-01-19,23-01-24,"14640",1,23-01-21,7,23-01-23
1687,933,13,3133,24-08-16,24-08-22,"13120",1,24-08-21,7,24-08-21
1688,891,2,3091,24-08-17,24-08-26,"19909",1,24-08-20,7,24-08-22
1689,872,2,3072,23-10-11,23-10-20,"12040",1,23-10-15,8,23-10-14
1690,910,14,3110,23-01-23,23-01-25,"10914",1,23-01-27,7,23-01-27
1691,80,8,1159,23-02-20,23-02-21,"16882",1,23-02-22,7,23-02-24
1692,108,3,1215,23-08-26,23-08-31,"15005",1,23-08-28,7,23-08-28
1693,31,7,1061,23-03-29,23-04-02,"15287",1,23-04-02,7,23-04-02
1694,920,16,3120,24-09-06,24-09-07,"14615",1,24-09-07,7,24-09-08
1695,5,15,1009,24-01-03,24-01-10,"16903",1,24-01-06,8,24-01-06
1696,911,7,3111,23-11-17,23-11-24,"11338",1,23-11-21,7,23-11-21
1697,53,16,1105,24-06-09,24-06-15,"19532",1,24-06-14,7,24-06-13
1698,858,13,3058,23-12-23,23-12-31,"11230",1,23-12-27,7,23-12-28
1699,96,14,1191,24-03-19,24-03-28,"19742",1,24-03-23,7,24-03-21
1700,480,16,2159,24-10-27,24-11-04,"16138",1,24-10-28,7,24-11-01
1701,474,14,2147,24-07-29,24-08-04,"10260",1,24-07-31,7,24-08-01
1702,187,14,1373,24-10-09,24-10-14,"11606",1,24-10-11,7,24-10-14
1703,830,7,3030,24-04-11,24-04-16,"19633",1,24-04-13,7,24-04-14
1704,941,6,3141,24-07-29,24-08-04,"19895",1,24-08-01,7,24-08-02
1705,855,14,3055,24-04-01,24-04-04,"19110",1,24-04-04,7,24-04-05
1706,976,6,3176,23-06-10,23-06-19,"18021",1,23-06-12,7,23-06-14
1707,152,14,1303,23-07-13,23-07-17,"13945",1,23-07-17,7,23-07-17
1708,187,7,1373,24-07-04,24-07-05,"15319",1,24-07-05,7,24-07-06
1709,489,2,2177,23-08-09,23-08-11,"14383",1,23-08-12,7,23-08-12
1710,442,15,2083,23-05-09,23-05-11,"14253",1,23-05-12,7,23-05-11
1711,893,6,3093,24-12-18,24-12-21,"12272",1,24-12-20,7,24-12-20
1712,498,6,2195,23-08-22,23-08-24,"17102",1,23-08-26,8,23-08-24
1713,200,2,1399,23-05-06,23-05-09,"14288",1,23-05-08,7,23-05-08
1714,910,2,3110,24-03-18,24-03-21,"13649",1,24-03-22,7,24-03-20
1715,819,13,3019,24-10-26,24-10-30,"13768",1,24-10-29,7,24-10-30
1716,498,13,2195,24-02-04,24-02-08,"15681",1,24-02-05,7,24-02-08
1717,89,13,1177,24-02-24,24-03-01,"15736",1,24-02-28,7,24-02-29
1718,82,16,1163,24-06-13,24-06-16,"15571",1,24-06-14,7,24-06-16
1719,904,15,3104,23-10-22,23-10-29,"17472",1,23-10-24,7,23-10-26
1720,948,15,3148,24-12-26,25-01-04,"11288",1,24-12-31,7,24-12-29
1721,960,3,3160,24-01-21,24-01-23,"11694",1,24-01-26,7,24-01-24
1722,850,14,3050,23-06-25,23-07-04,"15871",1,23-06-28,7,23-06-27
1723,486,7,2171,23-11-13,23-11-21,"19186",1,23-11-18,7,23-11-17
1724,504,16,2207,24-02-11,24-02-20,"17761",1,24-02-13,7,24-02-14
1725,418,6,2035,24-06-18,24-06-28,"12512",1,24-06-20,7,24-06-20
1726,403,2,2005,23-07-25,23-08-02,"16097",1,23-07-29,7,23-07-28
1727,82,2,1163,24-07-17,24-07-20,"18534",1,24-07-21,7,24-07-20
1728,106,20,1211,23-01-07,23-01-14,"11930",1,23-01-10,7,23-01-10
1729,485,16,2169,23-09-14,23-09-18,"12129",1,23-09-15,7,23-09-18
1730,131,6,1261,23-06-28,23-07-04,"12128",1,23-06-30,7,23-06-29
1731,173,15,1345,23-07-11,23-07-19,"10524",1,23-07-15,7,23-07-13
1732,423,20,2045,23-03-06,23-03-11,"11211",1,23-03-08,7,23-03-07
1733,158,15,1315,24-01-15,24-01-19,"15277",1,24-01-18,7,24-01-17
1734,143,7,1285,24-06-09,24-06-18,"13107",1,24-06-10,7,24-06-12
1735,109,6,1217,23-08-07,23-08-13,"16266",1,23-08-12,7,23-08-09
1736,48,3,1095,23-12-01,23-12-09,"15243",1,23-12-05,7,23-12-05
1737,138,14,1275,23-01-04,23-01-14,"15559",1,23-01-07,7,23-01-08
1738,524,15,2247,23-11-04,23-11-09,"17934",1,23-11-07,7,23-11-09
1739,25,15,1049,24-05-14,24-05-23,"19271",1,24-05-16,7,24-05-17
1740,525,3,2249,23-08-18,23-08-19,"10779",1,23-08-22,7,23-08-20
1741,411,16,2021,24-03-03,24-03-06,"13788",1,24-03-07,7,24-03-07
1742,96,15,1191,23-11-06,23-11-11,"16084",1,23-11-09,7,23-11-09
1743,55,7,1109,24-09-15,24-09-24,"12679",1,24-09-16,7,24-09-18
1744,567,6,2333,23-09-19,23-09-27,"12456",1,23-09-23,7,23-09-21
1745,42,16,1083,24-06-15,24-06-18,"16766",1,24-06-17,7,24-06-18
1746,821,7,3021,24-10-22,24-10-29,"10025",1,,8,24-10-23
1747,872,2,3072,23-05-29,23-06-02,"12040",1,23-06-03,9,23-06-02
1748,5,15,1009,23-01-26,23-02-03,"16903",1,23-01-30,13,23-01-29
1749,498,6,2195,24-10-08,24-10-16,"17102",1,,8,24-10-12
1750,970,3,3170,24-12-15,24-12-24,"12737",1,24-12-17,8,24-12-18
1751,136,20,1271,23-11-15,23-11-24,"11332",1,23-11-20,8,23-11-19
1752,40,13,1079,24-01-04,24-01-12,"16941",1,24-01-06,8,24-01-07
1753,46,16,1091,23-07-11,23-07-15,"13006",1,23-07-12,8,23-07-13
1754,166,13,1331,24-10-03,24-10-06,"16236",1,24-10-07,8,24-10-07
1755,141,3,1281,23-12-28,24-01-05,"18409",1,23-12-29,8,23-12-31
1756,844,13,3044,24-07-11,24-07-14,"11092",1,24-07-13,8,24-07-13
1757,27,16,1053,24-01-27,24-02-03,"12429",1,24-01-31,8,24-01-28
1758,34,16,1067,24-03-02,24-03-10,"16831",1,24-03-04,8,24-03-04
1759,161,16,1321,23-04-02,23-04-09,"15154",1,23-04-06,8,23-04-05
1760,882,13,3082,23-07-31,23-08-02,"16971",1,23-08-01,8,23-08-02
1761,913,3,3113,24-03-26,24-03-30,"16208",1,24-03-28,8,24-03-29
1762,884,15,3084,23-07-04,23-07-10,"12753",1,23-07-08,8,23-07-06
1763,819,13,3019,24-06-16,24-06-26,"11715",1,24-06-18,8,24-06-20
1764,83,20,1165,23-03-24,23-03-30,"13284",1,23-03-28,8,23-03-29
1765,545,14,2289,24-01-23,24-01-30,"13132",1,24-01-26,11,24-01-24
1766,580,20,2359,23-12-13,23-12-19,"12106",1,23-12-17,8,23-12-16
1767,470,8,2139,23-02-21,23-03-02,"14150",1,23-02-22,8,23-02-22
1768,575,13,2349,23-10-09,23-10-18,"16309",1,23-10-11,8,23-10-11
1769,164,13,1327,23-06-14,23-06-20,"17066",1,23-06-16,8,23-06-15
1770,49,2,1097,24-07-22,24-07-30,"18923",1,24-07-25,11,24-07-24
1771,822,3,3022,24-04-29,24-05-01,"11297",1,24-05-03,8,24-05-02
1772,487,3,2173,23-07-11,23-07-20,"15461",1,23-07-12,8,23-07-14
1773,43,3,1085,23-10-08,23-10-12,"13699",1,23-10-12,8,23-10-12
1774,581,20,2361,24-04-03,24-04-11,"11988",1,24-04-08,8,24-04-07
1775,962,7,3162,23-06-29,23-07-03,"13178",1,23-07-03,8,23-07-03
1776,73,14,1145,23-10-03,23-10-12,"10425",1,23-10-05,8,23-10-08
1777,181,7,1361,23-12-24,23-12-29,"14924",1,23-12-28,8,23-12-29
1778,550,3,2299,23-09-26,23-09-28,"11418",1,23-09-28,8,23-09-27
1779,3,7,1005,24-10-04,24-10-08,"14794",1,24-10-08,11,24-10-08
1780,943,15,3143,23-10-07,23-10-15,"17544",1,23-10-08,8,23-10-10
1781,855,8,3055,23-05-03,23-05-10,"12461",1,23-05-08,8,23-05-04
1782,853,13,3053,24-01-10,24-01-11,"16487",1,24-01-14,8,24-01-13
1783,941,14,3141,24-08-24,24-09-01,"14211",1,24-08-28,11,24-08-26
1784,545,14,2289,24-03-21,24-03-27,"13132",1,,11,24-03-23
1785,49,2,1097,23-04-23,23-04-28,"18923",1,,11,23-04-26
1786,3,7,1005,24-03-06,24-03-13,"14794",1,24-03-07,18,24-03-09
1787,941,14,3141,24-09-11,24-09-15,"14211",1,24-09-15,20,24-09-14
1788,833,2,3033,24-01-02,24-01-03,"13584",1,24-01-05,20,24-01-06
1789,87,16,1173,23-04-14,23-04-18,"10264",1,23-04-15,20,23-04-17
1790,554,20,2307,24-04-22,24-05-01,"15769",1,24-04-26,20,24-04-27
1791,462,16,2123,23-11-08,23-11-12,"16918",1,23-11-10,20,23-11-11
1792,184,15,1367,23-02-05,23-02-15,"11689",1,23-02-09,20,23-02-08
1793,861,7,3061,23-09-11,23-09-16,"10100",1,23-09-15,20,23-09-13
1794,439,3,2077,23-09-25,23-09-30,"13543",1,23-09-27,20,23-09-29
1795,521,8,2241,24-06-08,24-06-16,"19136",1,24-06-10,20,24-06-11
1796,597,8,2393,23-01-19,23-01-29,"14884",1,23-01-24,20,23-01-24
1797,531,3,2261,24-10-08,24-10-16,"14129",1,24-10-10,20,24-10-10
1798,176,14,1351,23-02-04,23-02-09,"16686",1,23-02-08,20,23-02-08
1799,27,20,1053,23-12-08,23-12-15,"11970",1,23-12-12,20,23-12-11
1800,473,20,2145,24-03-18,24-03-27,"15337",1,24-03-23,20,24-03-20
1801,834,7,3034,24-05-23,24-05-28,"14155",1,24-05-27,20,24-05-27
1802,172,6,1343,23-11-28,23-12-05,"14842",1,23-12-02,8,23-12-02
1803,872,7,3072,23-05-30,23-06-02,"12590",1,23-05-31,20,23-06-03
1804,557,7,2313,24-10-05,24-10-12,"18115",1,24-10-09,20,24-10-07
1805,586,7,2371,23-04-14,23-04-19,"11486",1,23-04-18,20,23-04-15
1806,803,6,3003,23-10-31,23-11-04,"14967",1,23-11-01,20,23-11-04
1807,498,7,2195,23-03-25,23-04-02,"16148",1,23-03-26,8,23-03-30
1808,40,15,1079,23-07-07,23-07-10,"18706",1,23-07-09,20,23-07-10
1809,840,6,3040,23-07-03,23-07-13,"19857",1,23-07-05,20,23-07-06
1810,428,8,2055,24-05-29,24-06-04,"14198",1,24-06-02,20,24-05-30
1811,56,20,1111,24-12-14,24-12-18,"11526",1,24-12-19,20,24-12-18
1812,127,8,1253,23-03-22,23-03-28,"12026",1,23-03-27,20,23-03-26
1813,509,7,2217,23-05-05,23-05-12,"13691",1,23-05-09,20,23-05-06
1814,1000,16,3200,23-05-12,23-05-13,"13658",1,23-05-13,20,23-05-16
1815,898,6,3098,23-06-17,23-06-26,"16857",1,23-06-21,20,23-06-21
1816,106,2,1211,24-09-15,24-09-23,"10937",1,24-09-17,20,24-09-18
1817,200,14,1399,23-04-11,23-04-16,"18657",1,23-04-13,20,23-04-15
1818,522,14,2243,23-06-19,23-06-27,"11119",1,23-06-22,20,23-06-21
1819,79,14,1157,24-10-21,24-10-28,"19994",1,24-10-22,20,24-10-24
1820,490,13,2179,24-10-28,24-10-29,"13722",1,24-10-30,20,24-10-30
1821,430,14,2059,23-11-08,23-11-16,"12615",1,23-11-13,20,23-11-11
1822,439,6,2077,23-04-21,23-04-23,"11500",1,23-04-23,20,23-04-24
1823,573,3,2345,24-09-11,24-09-14,"15428",1,24-09-13,20,24-09-15
1824,819,14,3019,23-09-24,23-09-26,"13968",1,23-09-28,20,23-09-26
1825,195,2,1389,24-07-20,24-07-22,"19939",1,24-07-23,20,24-07-22
1826,510,15,2219,23-07-27,23-07-31,"19394",1,23-07-31,20,23-07-28
1827,114,7,1227,23-09-29,23-10-07,"18061",1,23-10-02,20,23-09-30
1828,540,15,2279,23-02-28,23-03-05,"15398",1,23-03-01,20,23-03-04
1829,3,3,1005,24-03-22,24-03-30,"10531",1,24-03-23,20,24-03-23
1830,453,16,2105,24-10-22,24-10-27,"10089",1,24-10-26,20,24-10-27
1831,100,13,1199,24-01-03,24-01-08,"19194",1,24-01-05,20,24-01-07
1832,582,3,2363,24-08-15,24-08-24,"12609",1,24-08-17,20,24-08-18
1833,430,3,2059,24-09-22,24-09-28,"17594",1,24-09-26,20,24-09-23
1834,510,2,2219,23-11-13,23-11-15,"10182",1,23-11-15,20,23-11-17
1835,81,13,1161,24-01-09,24-01-15,"14569",1,24-01-12,20,24-01-11
1836,431,16,2061,24-01-25,24-01-29,"18691",1,24-01-26,20,24-01-28
1837,83,8,1165,24-12-15,24-12-19,"13434",1,24-12-18,20,24-12-17
1838,559,3,2317,24-02-25,24-03-01,"19154",1,24-02-26,20,24-02-27
1839,37,6,1073,24-01-01,24-01-08,"18909",1,24-01-05,20,24-01-02
1840,163,2,1325,23-08-18,23-08-28,"12514",1,23-08-22,20,23-08-20
1841,28,3,1055,23-08-07,23-08-12,"16464",1,23-08-09,20,23-08-10
1842,555,14,2309,24-03-04,24-03-09,"19491",1,24-03-06,20,24-03-05
1843,172,6,1343,23-10-04,23-10-11,"14842",1,23-10-06,12,23-10-07
1844,498,7,2195,24-08-22,24-08-24,"16148",1,24-08-25,10,24-08-25
1845,408,6,2015,24-05-19,24-05-26,"14807",1,24-05-23,7,24-05-21
1846,527,15,2253,23-11-14,23-11-18,"17177",1,23-11-19,7,23-11-16
1847,171,7,1341,23-05-25,23-06-02,"10090",1,23-05-27,7,23-05-29
1848,154,20,1307,23-03-25,23-03-27,"18208",1,23-03-26,19,23-03-29
1849,975,6,3175,24-12-01,24-12-09,"18172",1,24-12-05,7,24-12-03
1850,894,7,3094,24-07-18,24-07-25,"12204",1,24-07-22,7,24-07-21
1851,555,7,2309,23-01-13,23-01-21,"12938",1,23-01-17,7,23-01-15
1852,545,13,2289,24-02-11,24-02-17,"12829",1,24-02-15,7,24-02-13
1853,934,7,3134,23-09-26,23-10-04,"10777",1,23-09-28,7,23-09-30
1854,578,14,2355,23-08-06,23-08-14,"12699",1,23-08-10,7,23-08-09
1855,872,3,3072,23-06-15,23-06-21,"13971",1,23-06-17,7,23-06-19
1856,478,14,2155,24-02-16,24-02-21,"18508",1,24-02-20,7,24-02-18
1857,145,2,1289,23-12-28,24-01-07,"15262",1,23-12-31,7,23-12-31
1858,971,2,3171,24-04-29,24-04-30,"15552",1,24-05-03,7,24-05-02
1859,880,15,3080,24-01-07,24-01-14,"13694",1,24-01-12,7,24-01-12
1860,908,15,3108,24-10-08,24-10-16,"19190",1,24-10-12,7,24-10-12
1861,543,8,2285,24-03-28,24-04-05,"12743",1,24-03-31,7,24-03-31
1862,47,16,1093,24-08-22,24-08-29,"14258",1,24-08-24,7,24-08-24
1863,558,14,2315,23-10-18,23-10-19,"19335",1,23-10-22,7,23-10-21
1864,484,13,2167,23-02-25,23-03-03,"17572",1,23-03-01,7,23-03-01
1865,976,3,3176,24-07-25,24-07-28,"18273",1,24-07-30,7,24-07-26
1866,924,20,3124,24-02-28,24-03-06,"11490",1,24-03-04,7,24-03-04
1867,93,14,1185,23-10-09,23-10-13,"14061",1,23-10-13,7,23-10-11
1868,880,6,3080,23-11-12,23-11-15,"11258",1,23-11-13,7,23-11-17
1869,181,14,1361,23-09-16,23-09-23,"11861",1,23-09-17,7,23-09-18
1870,68,14,1135,23-03-27,23-03-31,"11044",1,23-03-31,7,23-04-01
1871,592,20,2383,24-12-22,24-12-26,"18361",1,24-12-26,7,24-12-26
1872,112,6,1223,24-02-03,24-02-09,"10606",1,24-02-05,7,24-02-05
1873,418,3,2035,24-09-06,24-09-14,"18780",1,24-09-08,7,24-09-09
1874,110,8,1219,23-08-26,23-08-31,"13104",1,23-08-28,7,23-08-27
1875,896,20,3096,23-01-28,23-01-31,"15811",1,23-02-01,7,23-01-30
1876,52,6,1103,24-07-25,24-07-30,"15805",1,24-07-27,7,24-07-29
1877,802,6,3002,24-07-13,24-07-22,"11337",1,24-07-17,7,24-07-14
1878,848,16,3048,24-07-06,24-07-09,"12887",1,24-07-09,7,24-07-10
1879,876,2,3076,24-04-15,24-04-24,"12926",1,24-04-19,7,24-04-16
1880,908,7,3108,23-04-12,23-04-14,"11518",1,23-04-14,7,23-04-14
1881,154,20,1307,23-01-29,23-02-08,"18208",1,,19,23-02-02
1882,549,2,2297,24-07-06,24-07-13,"17346",1,24-07-09,7,24-07-11
1883,931,13,3131,23-10-13,23-10-23,"13553",1,23-10-17,7,23-10-17
1884,45,13,1089,24-10-19,24-10-26,"18180",1,24-10-23,7,24-10-23
1885,136,14,1271,24-07-04,24-07-08,"18740",1,24-07-07,7,24-07-09
1886,524,13,2247,23-08-10,23-08-18,"11574",1,23-08-13,7,23-08-11
1887,470,14,2139,23-12-21,23-12-28,"13828",1,23-12-23,7,23-12-24
1888,894,14,3094,23-12-05,23-12-12,"14990",1,23-12-09,7,23-12-07
1889,18,14,1035,23-02-26,23-03-01,"14526",1,23-02-28,7,23-02-27
1890,90,16,1179,23-10-11,23-10-20,"19545",1,23-10-16,7,23-10-13
1891,92,20,1183,24-07-11,24-07-18,"14578",1,24-07-13,7,24-07-12
1892,11,14,1021,23-09-27,23-10-05,"13120",1,23-09-28,7,23-09-30
1893,189,20,1377,24-11-29,24-12-05,"11072",1,24-12-04,7,24-12-02
1894,71,20,1141,24-10-16,24-10-23,"19570",1,24-10-18,7,24-10-19
1895,179,16,1357,24-06-21,24-06-24,"17584",1,24-06-23,7,24-06-23
1896,892,13,3092,23-05-09,23-05-12,"11158",1,23-05-11,7,23-05-12
1897,126,14,1251,23-05-18,23-05-28,"15543",1,23-05-22,7,23-05-20
1898,828,2,3028,23-12-22,23-12-27,"10577",1,23-12-26,7,23-12-25
1899,17,20,1033,24-12-01,24-12-02,"15290",1,24-12-02,7,24-12-05
1900,22,3,1043,24-01-26,24-02-02,"11241",1,24-01-30,7,24-01-29
1901,72,3,1143,23-07-19,23-07-21,"16704",1,23-07-20,7,23-07-22
1902,561,3,2321,23-08-18,23-08-27,"13243",1,23-08-23,7,23-08-22
1903,143,14,1285,23-08-18,23-08-23,"12858",1,23-08-19,7,23-08-21
1904,834,16,3034,24-12-23,25-01-02,"11409",1,24-12-27,7,24-12-28
1905,504,16,2207,24-03-19,24-03-20,"16486",1,24-03-22,7,24-03-23
1906,882,16,3082,23-06-12,23-06-20,"10318",1,23-06-13,7,23-06-16
1907,141,15,1281,24-03-05,24-03-14,"14501",1,24-03-06,7,24-03-08
1908,872,8,3072,23-11-02,23-11-11,"19500",1,23-11-04,7,23-11-03
1909,976,7,3176,23-05-18,23-05-21,"15728",1,23-05-21,7,23-05-21
1910,601,6,2401,24-11-28,24-11-29,"17181",1,24-11-30,7,24-12-01
1911,193,15,1385,23-11-28,23-12-07,"18201",1,23-12-03,7,23-12-01
1912,491,15,2181,23-10-30,23-11-03,"10899",1,23-11-02,7,23-11-02
1913,941,8,3141,23-01-15,23-01-19,"13994",1,23-01-18,15,23-01-19
1914,479,8,2157,24-01-11,24-01-18,"10350",1,24-01-13,15,24-01-15
1915,521,7,2241,24-12-22,24-12-24,"10424",1,24-12-26,7,24-12-26
1916,170,8,1339,24-04-24,24-04-26,"18527",1,24-04-28,7,24-04-27
1917,863,6,3063,24-07-09,24-07-17,"18189",1,24-07-10,7,24-07-14
1918,479,8,2157,23-01-02,23-01-11,"10350",1,23-01-05,12,23-01-03
1919,941,8,3141,24-10-10,24-10-13,"13994",1,24-10-12,18,24-10-14
1920,593,14,2385,23-06-24,23-06-30,"14973",1,23-06-27,12,23-06-28
1921,810,13,3010,23-09-05,23-09-12,"12598",1,23-09-07,12,23-09-10
1922,822,16,3022,23-11-20,23-11-26,"18613",1,23-11-25,14,23-11-22
1923,454,13,2107,23-10-13,23-10-17,"11860",1,23-10-15,12,23-10-16
1924,882,20,3082,23-04-08,23-04-10,"16870",1,23-04-09,12,23-04-10
1925,596,2,2391,24-05-22,24-05-31,"16176",1,24-05-25,12,24-05-25
1926,851,3,3051,23-08-05,23-08-14,"19884",1,23-08-08,12,23-08-09
1927,428,2,2055,24-04-24,24-05-03,"18508",1,24-04-27,14,24-04-28
1928,821,8,3021,23-04-11,23-04-20,"18654",1,23-04-14,12,23-04-14
1929,569,3,2337,24-07-03,24-07-13,"15771",1,24-07-07,12,24-07-05
1930,923,8,3123,24-03-26,24-04-02,"16255",1,24-03-30,12,24-03-27
1931,992,7,3192,23-05-18,23-05-21,"16489",1,23-05-21,12,23-05-19
1932,950,3,3150,23-01-03,23-01-08,"19284",1,23-01-05,12,23-01-06
1933,87,15,1173,23-04-23,23-05-01,"18708",1,23-04-25,12,23-04-26
1934,198,20,1395,23-11-14,23-11-16,"13808",1,23-11-17,12,23-11-19
1935,476,8,2151,23-12-25,23-12-31,"12031",1,23-12-28,12,23-12-28
1936,937,8,3137,23-09-18,23-09-22,"18122",1,23-09-21,12,23-09-20
1937,120,16,1239,23-09-16,23-09-25,"16907",1,23-09-20,12,23-09-20
1938,453,14,2105,24-08-10,24-08-17,"15873",1,24-08-13,12,24-08-15
1939,920,8,3120,23-05-23,23-06-01,"13415",1,23-05-26,12,23-05-25
1940,594,8,2387,23-10-06,23-10-15,"16002",1,23-10-09,12,23-10-10
1941,19,20,1037,24-03-27,24-04-01,"10854",1,24-03-29,12,24-03-30
1942,413,13,2025,24-11-27,24-12-07,"12810",1,24-11-30,12,24-11-29
1943,187,14,1373,24-02-15,24-02-19,"15928",1,24-02-19,12,24-02-20
1944,409,14,2017,23-01-29,23-01-31,"18835",1,23-01-31,12,23-02-01
1945,878,13,3078,23-05-07,23-05-10,"10631",1,23-05-11,12,23-05-11
1946,541,15,2281,23-04-12,23-04-19,"12526",1,23-04-15,12,23-04-15
1947,52,2,1103,24-06-22,24-06-29,"16367",1,24-06-27,12,24-06-27
1948,79,16,1157,23-01-15,23-01-16,"18017",1,23-01-19,12,23-01-16
1949,873,6,3073,23-01-21,23-01-30,"11778",1,23-01-22,12,23-01-23
1950,190,8,1379,23-08-27,23-09-04,"16936",1,23-08-29,12,23-08-31
1951,839,8,3039,23-06-28,23-07-03,"14248",1,23-07-02,12,23-07-03
1952,428,2,2055,24-09-21,24-09-28,"18508",1,24-09-24,11,24-09-24
1953,822,16,3022,23-07-03,23-07-08,"18613",1,23-07-04,11,23-07-06
1954,473,3,2145,24-02-08,24-02-17,"14221",1,24-02-09,11,24-02-10
1955,806,6,3006,23-02-06,23-02-08,"13486",1,23-02-09,11,23-02-11
1956,112,16,1223,24-12-25,24-12-27,"16309",1,24-12-27,11,24-12-28
1957,853,6,3053,23-08-29,23-09-07,"10867",1,23-08-31,11,23-09-01
1958,417,15,2033,23-01-06,23-01-13,"15577",1,23-01-09,11,23-01-09
1959,907,20,3107,24-04-29,24-05-05,"10725",1,24-05-02,11,24-04-30
1960,953,6,3153,23-08-14,23-08-23,"19123",1,23-08-17,11,23-08-19
